E_infinity_MHz,amplitude,observed_order,R2,max_abs_fit_residual_kHz,fit_standard_error_kHz,state
-14.999999963984289,-2.4142180454252093e-05,4.000021137769207,0.9999999941116077,2.006039778734703e-08,2.515788485774514e-08,0
-9.211774845325102,-0.00028637209477937984,3.999985371318147,0.9999999864854895,3.608153775758183e-07,4.742332029842358e-07,1
-3.5304196743229888,-0.0009459141753199784,3.9999811691324467,0.9999999720815406,1.6589609685979667e-06,2.2533547617823857e-06,2
