beta_dimensionless_b,beta_m_minus_2,gamma_m,E_var_MHz,E_FDM_continuum_MHz,delta_var_minus_FDM_kHz
2.2245563002599598,1.1548164976832722e+16,0.0,-14.992134017479879,-14.999999965215,7.865947735121281
